,nearest_miles,Intensity_5 miles,Intensity_10 miles,Intensity_20 miles,Intensity_30 miles,intensity_50 miles,Intensity_100 miles,Intensity_200 miles,,
64628,,,,,,,,,,
64640,,,,,,,,,,
64759,,,,,,,,,,
64762,,,,,,,,,,
64801,,,,,,,,,,
64804,,,,,,,,,,
64836,,,,,,,,,,
64850,,,,,,,,,,
65101,,,,,,,,,,
65202,,,,,,,,,,
65265,,,,,,,,,,
65351,,,,,,,,,,
65401,,,,,,,,,,
65536,,,,,,,,,,
65616,,,,,,,,,,
65708,,,,,,,,,,
65711,,,,,,,,,,
65712,,,,,,,,,,
65714,,,,,,,,,,
65721,,,,,,,,,,
65742,,,,,,,,,,
65789,,,,,,,,,,
65801,,,,,,,,,,
65802,,,,,,,,,,
65803,,,,,,,,,,
65804,,,,,,,,,,
65806,,,,,,,,,,
65807,,,,,,,,,,
66002,,,,,,,,,,
66007,,,,,,,,,,
66018,,,,,,,,,,
66032,,,,,,,,,,
66044,,,,,,,,,,
66047,,,,,,,,,,
66061,,,,,,,,,,
66062,,,,,,,,,,
66063,,,,,,,,,,
66064,,,,,,,,,,
66071,,,,,,,,,,
66103,,,,,,,,,,
66105,,,,,,,,,,
66106,,,,,,,,,,
66109,,,,,,,,,,
66201,,,,,,,,,,
66202,,,,,,,,,,
66205,,,,,,,,,,
66207,,,,,,,,,,
66208,,,,,,,,,,
66209,,,,,,,,,,
66210,,,,,,,,,,
66211,,,,,,,,,,
66212,,,,,,,,,,
66213,,,,,,,,,,
66214,,,,,,,,,,
66215,,,,,,,,,,
66216,,,,,,,,,,
66218,,,,,,,,,,
66219,,,,,,,,,,
66221,,,,,,,,,,
66223,,,,,,,,,,
66224,,,,,,,,,,
66225,,,,,,,,,,
66251,,,,,,,,,,
66502,,,,,,,,,,
66601,,,,,,,,,,
66603,,,,,,,,,,
66604,,,,,,,,,,
66607,,,,,,,,,,
66612,,,,,,,,,,
66714,,,,,,,,,,
66720,,,,,,,,,,
66748,,,,,,,,,,
66762,,,,,,,,,,
66770,,,,,,,,,,
67017,,,,,,,,,,
67024,,,,,,,,,,
67042,,,,,,,,,,
67124,,,,,,,,,,
67132,,,,,,,,,,
67201,,,,,,,,,,
67202,,,,,,,,,,
67206,,,,,,,,,,
67207,,,,,,,,,,
67208,,,,,,,,,,
67209,,,,,,,,,,
67210,,,,,,,,,,
67215,,,,,,,,,,
67217,,,,,,,,,,
67219,,,,,,,,,,
67220,,,,,,,,,,
67226,,,,,,,,,,
67235,,,,,,,,,,
67301,,,,,,,,,,
67410,,,,,,,,,,
67448,,,,,,,,,,
67501,,,,,,,,,,
67502,,,,,,,,,,
67504,,,,,,,,,,
67661,,,,,,,,,,
67740,,,,,,,,,,
67748,,,,,,,,,,
67801,,,,,,,,,,
67846,,,,,,,,,,
68022,,,,,,,,,,
68064,,,,,,,,,,
68102,,,,,,,,,,
68103,,,,,,,,,,
68106,,,,,,,,,,
68107,,,,,,,,,,
68112,,,,,,,,,,
68114,,,,,,,,,,
68122,,,,,,,,,,
68124,,,,,,,,,,
68127,,,,,,,,,,
68131,,,,,,,,,,
68134,,,,,,,,,,
68135,,,,,,,,,,
68137,,,,,,,,,,
68138,,,,,,,,,,
68144,,,,,,,,,,
68145,,,,,,,,,,
68154,,,,,,,,,,
68164,,,,,,,,,,
68179,,,,,,,,,,
68197,,,,,,,,,,
68301,,,,,,,,,,
68501,,,,,,,,,,
68504,,,,,,,,,,
68508,,,,,,,,,,
68510,,,,,,,,,,
68516,,,,,,,,,,
68521,,,,,,,,,,
68522,,,,,,,,,,
68524,,,,,,,,,,
68644,,,,,,,,,,
68701,,,,,,,,,,
68702,,,,,,,,,,
68713,,,,,,,,,,
68731,,,,,,,,,,
68743,,,,,,,,,,
68748,,,,,,,,,,
68769,,,,,,,,,,
68801,,,,,,,,,,
68803,,,,,,,,,,
68847,,,,,,,,,,
68901,,,,,,,,,,
68902,,,,,,,,,,
69145,,,,,,,,,,
69160,,,,,,,,,,
69341,,,,,,,,,,
70001,,,,,,,,,,
70002,,,,,,,,,,
70005,,,,,,,,,,
70037,,,,,,,,,,
70051,,,,,,,,,,
70053,,,,,,,,,,
70056,,,,,,,,,,
70058,,,,,,,,,,
70062,,,,,,,,,,
70065,,,,,,,,,,
70069,,,,,,,,,,
70076,,,,,,,,,,
70079,,,,,,,,,,
70090,,,,,,,,,,
70094,,,,,,,,,,
70112,,,,,,,,,,
70113,,,,,,,,,,
70114,,,,,,,,,,
70116,,,,,,,,,,
70119,,,,,,,,,,
70121,,,,,,,,,,
70128,,,,,,,,,,
70130,,,,,,,,,,
70150,,,,,,,,,,
70160,,,,,,,,,,
70161,,,,,,,,,,
70170,,,,,,,,,,
70178,,,,,,,,,,
70195,,,,,,,,,,
70346,,,,,,,,,,
70360,,,,,,,,,,
70361,,,,,,,,,,
70363,,,,,,,,,,
70364,,,,,,,,,,
70372,,,,,,,,,,
70380,,,,,,,,,,
70381,,,,,,,,,,
70390,,,,,,,,,,
70401,,,,,,,,,,
70403,,,,,,,,,,
70420,,,,,,,,,,
70433,,,,,,,,,,
70437,,,,,,,,,,
70448,,,,,,,,,,
70456,,,,,,,,,,
70458,,,,,,,,,,
70470,,,,,,,,,,
70501,,,,,,,,,,
70503,,,,,,,,,,
70505,,,,,,,,,,
70508,,,,,,,,,,
70518,,,,,,,,,,
70520,,,,,,,,,,
70538,,,,,,,,,,
70546,,,,,,,,,,
70560,,,,,,,,,,
70562,,,,,,,,,,
70569,,,,,,,,,,
70571,,,,,,,,,,
70582,,,,,,,,,,
70583,,,,,,,,,,
70586,,,,,,,,,,
70598,,,,,,,,,,
70601,,,,,,,,,,
70602,,,,,,,,,,
70605,,,,,,,,,,
70629,,,,,,,,,,
70634,,,,,,,,,,
70664,,,,,,,,,,
70707,,,,,,,,,,
70734,,,,,,,,,,
70737,,,,,,,,,,
70760,,,,,,,,,,
70764,,,,,,,,,,
70791,,,,,,,,,,
70801,,,,,,,,,,
70802,,,,,,,,,,
70806,,,,,,,,,,
70808,,,,,,,,,,
70809,,,,,,,,,,
70810,,,,,,,,,,
70815,,,,,,,,,,
70816,,,,,,,,,,
70817,,,,,,,,,,
70821,,,,,,,,,,
70826,,,,,,,,,,
71055,,,,,,,,,,
71082,,,,,,,,,,
71101,,,,,,,,,,
71106,,,,,,,,,,
71107,,,,,,,,,,
71118,,,,,,,,,,
71137,,,,,,,,,,
71156,,,,,,,,,,
71201,,,,,,,,,,
71203,,,,,,,,,,
71211,,,,,,,,,,
71270,,,,,,,,,,
71291,,,,,,,,,,
71302,,,,,,,,,,
71315,,,,,,,,,,
71360,,,,,,,,,,
71361,,,,,,,,,,
71463,,,,,,,,,,
71601,,,,,,,,,,
71611,,,,,,,,,,
71701,,,,,,,,,,
71730,,,,,,,,,,
71731,,,,,,,,,,
71801,,,,,,,,,,
71854,,,,,,,,,,
71953,,,,,,,,,,
72032,,,,,,,,,,
72033,,,,,,,,,,
72086,,,,,,,,,,
72105,,,,,,,,,,
72112,,,,,,,,,,
72116,,,,,,,,,,
72131,,,,,,,,,,
72201,,,,,,,,,,
72202,,,,,,,,,,
72203,,,,,,,,,,
72207,,,,,,,,,,
72210,,,,,,,,,,
72211,,,,,,,,,,
72212,,,,,,,,,,
72223,,,,,,,,,,
72336,,,,,,,,,,
72455,,,,,,,,,,
72501,,,,,,,,,,
72601,,,,,,,,,,
72602,,,,,,,,,,
72702,,,,,,,,,,
72703,,,,,,,,,,
72712,,,,,,,,,,
72716,,,,,,,,,,
72734,,,,,,,,,,
72741,,,,,,,,,,
72745,,,,,,,,,,
72756,,,,,,,,,,
72757,,,,,,,,,,
72758,,,,,,,,,,
72762,,,,,,,,,,
72764,,,,,,,,,,
72765,,,,,,,,,,
72766,,,,,,,,,,
72770,,,,,,,,,,
72901,,,,,,,,,,
72902,,,,,,,,,,
72903,,,,,,,,,,
72916,,,,,,,,,,
72917,,,,,,,,,,
72919,,,,,,,,,,
72956,,,,,,,,,,
73003,,,,,,,,,,
73008,,,,,,,,,,
73013,,,,,,,,,,
73014,,,,,,,,,,
73023,,,,,,,,,,
73025,,,,,,,,,,
73029,,,,,,,,,,
73034,,,,,,,,,,
73036,,,,,,,,,,
73038,,,,,,,,,,
73044,,,,,,,,,,
73051,,,,,,,,,,
73065,,,,,,,,,,
73069,,,,,,,,,,
73072,,,,,,,,,,
73099,,,,,,,,,,
73101,,,,,,,,,,
73102,,,,,,,,,,
73103,,,,,,,,,,
73104,,,,,,,,,,
73105,,,,,,,,,,
73107,,,,,,,,,,
73108,,,,,,,,,,
73112,,,,,,,,,,
73114,,,,,,,,,,
73115,,,,,,,,,,
73116,,,,,,,,,,
73118,,,,,,,,,,
73120,,,,,,,,,,
73121,,,,,,,,,,
73124,,,,,,,,,,
73125,,,,,,,,,,
73126,,,,,,,,,,
73127,,,,,,,,,,
73129,,,,,,,,,,
73131,,,,,,,,,,
73132,,,,,,,,,,
73134,,,,,,,,,,
73142,,,,,,,,,,
73154,,,,,,,,,,
73155,,,,,,,,,,
73157,,,,,,,,,,
73159,,,,,,,,,,
73160,,,,,,,,,,
73170,,,,,,,,,,
73173,,,,,,,,,,
73401,,,,,,,,,,
73402,,,,,,,,,,
73439,,,,,,,,,,
73533,,,,,,,,,,
73701,,,,,,,,,,
73702,,,,,,,,,,
73750,,,,,,,,,,
74003,,,,,,,,,,
74004,,,,,,,,,,
74006,,,,,,,,,,
74008,,,,,,,,,,
74012,,,,,,,,,,
74017,,,,,,,,,,
74023,,,,,,,,,,
74029,,,,,,,,,,
74056,,,,,,,,,,
74063,,,,,,,,,,
74074,,,,,,,,,,
74076,,,,,,,,,,
74101,,,,,,,,,,
74102,,,,,,,,,,
74103,,,,,,,,,,
74104,,,,,,,,,,
74105,,,,,,,,,,
74107,,,,,,,,,,
74114,,,,,,,,,,
74116,,,,,,,,,,
74117,,,,,,,,,,
74119,,,,,,,,,,
74120,,,,,,,,,,
74121,,,,,,,,,,
74128,,,,,,,,,,
74132,,,,,,,,,,
74133,,,,,,,,,,
74135,,,,,,,,,,
74136,,,,,,,,,,
74137,,,,,,,,,,
74145,,,,,,,,,,
74146,,,,,,,,,,
74153,,,,,,,,,,
74172,,,,,,,,,,
74192,,,,,,,,,,
74331,,,,,,,,,,
74361,,,,,,,,,,
74801,,,,,,,,,,
74820,,,,,,,,,,
74834,,,,,,,,,,
75001,,,,,,,,,,
75002,,,,,,,,,,
75006,,,,,,,,,,
75007,,,,,,,,,,
75009,,,,,,,,,,
75013,,,,,,,,,,
75015,,,,,,,,,,
75019,,,,,,,,,,
75020,,,,,,,,,,
75022,,,,,,,,,,
75023,,,,,,,,,,
75024,,,,,,,,,,
75025,,,,,,,,,,
75028,,,,,,,,,,
75032,,,,,,,,,,
75034,,,,,,,,,,
75035,,,,,,,,,,
75038,,,,,,,,,,
75039,,,,,,,,,,
75040,,,,,,,,,,
75041,,,,,,,,,,
75042,,,,,,,,,,
75043,,,,,,,,,,
75050,,,,,,,,,,
75053,,,,,,,,,,
75056,,,,,,,,,,
75057,,,,,,,,,,
75061,,,,,,,,,,
75062,,,,,,,,,,
75063,,,,,,,,,,
75067,,,,,,,,,,
75068,,,,,,,,,,
75069,,,,,,,,,,
75070,,,,,,,,,,
75071,,,,,,,,,,
75074,,,,,,,,,,
75075,,,,,,,,,,
75076,,,,,,,,,,
75080,,,,,,,,,,
75081,,,,,,,,,,
75082,,,,,,,,,,
75083,,,,,,,,,,
75085,,,,,,,,,,
75087,,,,,,,,,,
75088,,,,,,,,,,
75093,,,,,,,,,,
75098,,,,,,,,,,
75104,,,,,,,,,,
75115,,,,,,,,,,
75116,,,,,,,,,,
75119,,,,,,,,,,
75137,,,,,,,,,,
75140,,,,,,,,,,
75146,,,,,,,,,,
75149,,,,,,,,,,
75150,,,,,,,,,,
75151,,,,,,,,,,
75154,,,,,,,,,,
75160,,,,,,,,,,
75201,,,,,,,,,,
75202,,,,,,,,,,
75204,,,,,,,,,,
75205,,,,,,,,,,
75206,,,,,,,,,,
75207,,,,,,,,,,
75208,,,,,,,,,,
75209,,,,,,,,,,
75211,,,,,,,,,,
75214,,,,,,,,,,
75217,,,,,,,,,,
75219,,,,,,,,,,
75220,,,,,,,,,,
75221,,,,,,,,,,
75223,,,,,,,,,,
75225,,,,,,,,,,
75226,,,,,,,,,,
75227,,,,,,,,,,
75228,,,,,,,,,,
75229,,,,,,,,,,
75230,,,,,,,,,,
75231,,,,,,,,,,
75233,,,,,,,,,,
75234,,,,,,,,,,
75235,,,,,,,,,,
75236,,,,,,,,,,
75237,,,,,,,,,,
75238,,,,,,,,,,
75240,,,,,,,,,,
75243,,,,,,,,,,
75244,,,,,,,,,,
75247,,,,,,,,,,
75248,,,,,,,,,,
75251,,,,,,,,,,
75252,,,,,,,,,,
75254,,,,,,,,,,
75261,,,,,,,,,,
75265,,,,,,,,,,
75266,,,,,,,,,,
75270,,,,,,,,,,
75283,,,,,,,,,,
75287,,,,,,,,,,
75342,,,,,,,,,,
75367,,,,,,,,,,
75380,,,,,,,,,,
75401,,,,,,,,,,
75407,,,,,,,,,,
75420,,,,,,,,,,
75455,,,,,,,,,,
75456,,,,,,,,,,
75459,,,,,,,,,,
75482,,,,,,,,,,
75501,,,,,,,,,,
75505,,,,,,,,,,
75601,,,,,,,,,,
75603,,,,,,,,,,
75604,,,,,,,,,,
75605,,,,,,,,,,
75608,,,,,,,,,,
75644,,,,,,,,,,
75653,,,,,,,,,,
75657,,,,,,,,,,
75662,,,,,,,,,,
75663,,,,,,,,,,
75686,,,,,,,,,,
75701,,,,,,,,,,
75702,,,,,,,,,,
75703,,,,,,,,,,
75705,,,,,,,,,,
75707,,,,,,,,,,
75708,,,,,,,,,,
75710,,,,,,,,,,
75711,,,,,,,,,,
75766,,,,,,,,,,
75801,,,,,,,,,,
75901,,,,,,,,,,
75902,,,,,,,,,,
75941,,,,,,,,,,
75961,,,,,,,,,,
76006,,,,,,,,,,
76011,,,,,,,,,,
76013,,,,,,,,,,
76015,,,,,,,,,,
76016,,,,,,,,,,
76017,,,,,,,,,,
76018,,,,,,,,,,
76021,,,,,,,,,,
76028,,,,,,,,,,
76031,,,,,,,,,,
76034,,,,,,,,,,
76036,,,,,,,,,,
76039,,,,,,,,,,
76040,,,,,,,,,,
76049,,,,,,,,,,
76051,,,,,,,,,,
76053,,,,,,,,,,
76054,,,,,,,,,,
76058,,,,,,,,,,
76061,,,,,,,,,,
76063,,,,,,,,,,
76065,,,,,,,,,,
76067,,,,,,,,,,
76068,,,,,,,,,,
76086,,,,,,,,,,
76087,,,,,,,,,,
76092,,,,,,,,,,
76101,,,,,,,,,,
76102,,,,,,,,,,
76104,,,,,,,,,,
76106,,,,,,,,,,
76107,,,,,,,,,,
76108,,,,,,,,,,
76109,,,,,,,,,,
76110,,,,,,,,,,
76111,,,,,,,,,,
76112,,,,,,,,,,
76113,,,,,,,,,,
76116,,,,,,,,,,
76117,,,,,,,,,,
76118,,,,,,,,,,
76119,,,,,,,,,,
76126,,,,,,,,,,
76131,,,,,,,,,,
76132,,,,,,,,,,
76137,,,,,,,,,,
76140,,,,,,,,,,
76148,,,,,,,,,,
76155,14,0,0,3,3,3,4,14,,
76177,,,,,,,,,,
76179,,,,,,,,,,
76180,,,,,,,,,,
76201,,,,,,,,,,
76205,,,,,,,,,,
76207,,,,,,,,,,
76210,,,,,,,,,,
76226,,,,,,,,,,
76240,,,,,,,,,,
76241,,,,,,,,,,
76262,,,,,,,,,,
76302,,,,,,,,,,
76437,,,,,,,,,,
76502,,,,,,,,,,
76543,,,,,,,,,,
76569,,,,,,,,,,
76645,,,,,,,,,,
76701,,,,,,,,,,
76707,,,,,,,,,,
76710,,,,,,,,,,
76712,,,,,,,,,,
76901,,,,,,,,,,
76902,,,,,,,,,,
77001,,,,,,,,,,
77002,,,,,,,,,,
77003,,,,,,,,,,
77004,,,,,,,,,,
77005,,,,,,,,,,
77006,,,,,,,,,,
77007,,,,,,,,,,
77008,,,,,,,,,,
77010,,,,,,,,,,
77012,,,,,,,,,,
77014,,,,,,,,,,
77015,,,,,,,,,,
77017,,,,,,,,,,
77018,,,,,,,,,,
77019,,,,,,,,,,
77020,,,,,,,,,,
77021,,,,,,,,,,
77022,,,,,,,,,,
77023,,,,,,,,,,
77024,,,,,,,,,,
77025,,,,,,,,,,
77027,,,,,,,,,,
77028,,,,,,,,,,
77029,,,,,,,,,,
77030,,,,,,,,,,
77032,,,,,,,,,,
77033,,,,,,,,,,
77034,,,,,,,,,,
77036,,,,,,,,,,
77038,,,,,,,,,,
77039,,,,,,,,,,
77040,,,,,,,,,,
77041,,,,,,,,,,
77042,,,,,,,,,,
77043,,,,,,,,,,
77046,,,,,,,,,,
77048,,,,,,,,,,
77049,,,,,,,,,,
77051,,,,,,,,,,
77053,,,,,,,,,,
77054,,,,,,,,,,
77055,,,,,,,,,,
77056,,,,,,,,,,
77057,,,,,,,,,,
77058,,,,,,,,,,
77060,,,,,,,,,,
77061,,,,,,,,,,
77062,,,,,,,,,,
77063,,,,,,,,,,
77064,,,,,,,,,,
77065,,,,,,,,,,
77066,,,,,,,,,,
77067,,,,,,,,,,
77068,,,,,,,,,,
77069,,,,,,,,,,
77070,,,,,,,,,,
77072,,,,,,,,,,
77073,,,,,,,,,,
77074,,,,,,,,,,
77075,,,,,,,,,,
77076,,,,,,,,,,
77077,,,,,,,,,,
77079,,,,,,,,,,
77080,,,,,,,,,,
77081,,,,,,,,,,
77082,,,,,,,,,,
77083,,,,,,,,,,
77084,,,,,,,,,,
77086,,,,,,,,,,
77087,,,,,,,,,,
77090,,,,,,,,,,
77091,,,,,,,,,,
77092,,,,,,,,,,
77094,,,,,,,,,,
77095,,,,,,,,,,
77096,,,,,,,,,,
77098,,,,,,,,,,
77099,,,,,,,,,,
77205,,,,,,,,,,
77210,,,,,,,,,,
77218,,,,,,,,,,
77219,,,,,,,,,,
77227,,,,,,,,,,
77240,,,,,,,,,,
77241,,,,,,,,,,
77251,,,,,,,,,,
77252,,,,,,,,,,
77253,,,,,,,,,,
77257,,,,,,,,,,
77258,,,,,,,,,,
77263,,,,,,,,,,
77269,,,,,,,,,,
77271,,,,,,,,,,
77273,,,,,,,,,,
77274,,,,,,,,,,
77277,,,,,,,,,,
77280,,,,,,,,,,
77292,,,,,,,,,,
77301,,,,,,,,,,
77304,,,,,,,,,,
77305,,,,,,,,,,
77306,,,,,,,,,,
77316,,,,,,,,,,
77338,,,,,,,,,,
77339,,,,,,,,,,
77340,,,,,,,,,,
77342,,,,,,,,,,
77354,,,,,,,,,,
77356,,,,,,,,,,
77362,,,,,,,,,,
77375,,,,,,,,,,
77377,,,,,,,,,,
77378,,,,,,,,,,
77379,,,,,,,,,,
77380,,,,,,,,,,
77381,,,,,,,,,,
77382,,,,,,,,,,
77385,,,,,,,,,,
77386,,,,,,,,,,
77388,,,,,,,,,,
77389,,,,,,,,,,
77401,,,,,,,,,,
77404,,,,,,,,,,
77414,,,,,,,,,,
77429,,,,,,,,,,
77450,,,,,,,,,,
77469,,,,,,,,,,
77471,,,,,,,,,,
77476,,,,,,,,,,
77477,,,,,,,,,,
77478,,,,,,,,,,
77479,,,,,,,,,,
77484,,,,,,,,,,
77486,,,,,,,,,,
77487,,,,,,,,,,
77489,,,,,,,,,,
77493,,,,,,,,,,
77496,,,,,,,,,,
77497,,,,,,,,,,
77504,,,,,,,,,,
77507,,,,,,,,,,
77510,,,,,,,,,,
77511,,,,,,,,,,
77512,,,,,,,,,,
77515,,,,,,,,,,
77521,,,,,,,,,,
77530,,,,,,,,,,
77536,,,,,,,,,,
77541,,,,,,,,,,
77546,,,,,,,,,,
77550,,,,,,,,,,
77554,,,,,,,,,,
77561,,,,,,,,,,
77565,,,,,,,,,,
77571,,,,,,,,,,
77573,,,,,,,,,,
77575,,,,,,,,,,
77578,,,,,,,,,,
77581,,,,,,,,,,
77583,,,,,,,,,,
77586,,,,,,,,,,
77590,,,,,,,,,,
77598,,,,,,,,,,
77627,,,,,,,,,,
77640,,,,,,,,,,
77643,,,,,,,,,,
77656,,,,,,,,,,
77701,,,,,,,,,,
77802,,,,,,,,,,
77803,,,,,,,,,,
77833,,,,,,,,,,
77834,,,,,,,,,,
77901,,,,,,,,,,
77902,,,,,,,,,,
78006,,,,,,,,,,
78028,,,,,,,,,,
78039,,,,,,,,,,
78040,,,,,,,,,,
78041,,,,,,,,,,
78042,,,,,,,,,,
78064,,,,,,,,,,
78108,,,,,,,,,,
78121,,,,,,,,,,
78130,,,,,,,,,,
78133,,,,,,,,,,
78148,,,,,,,,,,
78155,,,,,,,,,,
78201,,,,,,,,,,
78205,,,,,,,,,,
78207,,,,,,,,,,
78208,,,,,,,,,,
78209,,,,,,,,,,
78212,,,,,,,,,,
78213,,,,,,,,,,
78215,,,,,,,,,,
78216,,,,,,,,,,
78217,,,,,,,,,,
78218,,,,,,,,,,
78219,,,,,,,,,,
78226,,,,,,,,,,
78229,,,,,,,,,,
78230,,,,,,,,,,
78232,,,,,,,,,,
78233,,,,,,,,,,
78240,,,,,,,,,,
78243,,,,,,,,,,
78245,,,,,,,,,,
78247,,,,,,,,,,
78248,,,,,,,,,,
78249,,,,,,,,,,
78257,,,,,,,,,,
78258,,,,,,,,,,
78259,,,,,,,,,,
78265,,,,,,,,,,
78266,,,,,,,,,,
78269,,,,,,,,,,
78279,,,,,,,,,,
78288,,,,,,,,,,
78292,,,,,,,,,,
78299,,,,,,,,,,
78332,,,,,,,,,,
78333,,,,,,,,,,
78401,,,,,,,,,,
78402,,,,,,,,,,
78405,,,,,,,,,,
78408,,,,,,,,,,
78410,,,,,,,,,,
78415,,,,,,,,,,
78501,,,,,,,,,,
78502,,,,,,,,,,
78526,,,,,,,,,,
78578,,,,,,,,,,
78597,,,,,,,,,,
78602,,,,,,,,,,
78610,,,,,,,,,,
78613,,,,,,,,,,
78628,,,,,,,,,,
78641,,,,,,,,,,
78644,,,,,,,,,,
78645,,,,,,,,,,
78648,,,,,,,,,,
78660,,,,,,,,,,
78664,,,,,,,,,,
78666,,,,,,,,,,
78669,,,,,,,,,,
78676,,,,,,,,,,
78682,,,,,,,,,,
78701,,,,,,,,,,
78702,,,,,,,,,,
78703,,,,,,,,,,
78704,,,,,,,,,,
78705,,,,,,,,,,
78714,,,,,,,,,,
78716,,,,,,,,,,
78717,,,,,,,,,,
78719,,,,,,,,,,
78720,,,,,,,,,,
78723,,,,,,,,,,
78725,,,,,,,,,,
78727,,,,,,,,,,
78728,,,,,,,,,,
78729,,,,,,,,,,
78730,,,,,,,,,,
78731,,,,,,,,,,
78732,,,,,,,,,,
78733,,,,,,,,,,
78734,,,,,,,,,,
78735,,,,,,,,,,
78738,,,,,,,,,,
78741,,,,,,,,,,
78744,,,,,,,,,,
78745,,,,,,,,,,
78746,,,,,,,,,,
78749,,,,,,,,,,
78750,,,,,,,,,,
78752,,,,,,,,,,
78753,,,,,,,,,,
78754,,,,,,,,,,
78757,,,,,,,,,,
78758,,,,,,,,,,
78759,,,,,,,,,,
78829,,,,,,,,,,
78839,,,,,,,,,,
78945,,,,,,,,,,
78957,,,,,,,,,,
79034,,,,,,,,,,
79052,,,,,,,,,,
79065,,,,,,,,,,
79101,,,,,,,,,,
79102,,,,,,,,,,
79105,,,,,,,,,,
79106,,,,,,,,,,
79109,,,,,,,,,,
79110,,,,,,,,,,
79120,,,,,,,,,,
79189,,,,,,,,,,
79360,,,,,,,,,,
79401,,,,,,,,,,
79407,,,,,,,,,,
79408,,,,,,,,,,
79413,,,,,,,,,,
79414,,,,,,,,,,
79424,,,,,,,,,,
79549,,,,,,,,,,
79550,,,,,,,,,,
79601,,,,,,,,,,
79603,,,,,,,,,,
79604,,,,,,,,,,
79605,,,,,,,,,,
79606,,,,,,,,,,
79701,,,,,,,,,,
79702,,,,,,,,,,
79703,,,,,,,,,,
79705,,,,,,,,,,
79706,,,,,,,,,,
79707,,,,,,,,,,
79710,,,,,,,,,,
79735,,,,,,,,,,
79769,,,,,,,,,,
79851,,,,,,,,,,
79901,,,,,,,,,,
79902,,,,,,,,,,
79905,,,,,,,,,,
79906,,,,,,,,,,
79907,,,,,,,,,,
79912,,,,,,,,,,
79915,,,,,,,,,,
79925,,,,,,,,,,
79930,,,,,,,,,,
79935,,,,,,,,,,
80002,,,,,,,,,,
80003,,,,,,,,,,
80010,,,,,,,,,,
80011,,,,,,,,,,
80012,,,,,,,,,,
80013,,,,,,,,,,
80014,,,,,,,,,,
80015,,,,,,,,,,
80016,,,,,,,,,,
80017,,,,,,,,,,
80018,,,,,,,,,,
80020,,,,,,,,,,
80021,,,,,,,,,,
80022,,,,,,,,,,
80023,,,,,,,,,,
80025,,,,,,,,,,
80026,,,,,,,,,,
80027,,,,,,,,,,
80030,,,,,,,,,,
80031,,,,,,,,,,
80033,,,,,,,,,,
80036,,,,,,,,,,
80104,,,,,,,,,,
80108,,,,,,,,,,
80110,,,,,,,,,,
80111,,,,,,,,,,
80112,,,,,,,,,,
80113,,,,,,,,,,
80116,,,,,,,,,,
80120,,,,,,,,,,
80121,,,,,,,,,,
80122,,,,,,,,,,
80123,,,,,,,,,,
80124,,,,,,,,,,
80125,,,,,,,,,,
80126,,,,,,,,,,
80127,,,,,,,,,,
80128,,,,,,,,,,
80129,,,,,,,,,,
80130,,,,,,,,,,
80132,,,,,,,,,,
80133,,,,,,,,,,
80134,,,,,,,,,,
80135,,,,,,,,,,
80137,,,,,,,,,,
80138,,,,,,,,,,
80155,,,,,,,,,,
80160,,,,,,,,,,
80202,,,,,,,,,,
80203,,,,,,,,,,
80204,,,,,,,,,,
80205,,,,,,,,,,
80206,,,,,,,,,,
80207,,,,,,,,,,
80209,,,,,,,,,,
80210,,,,,,,,,,
80211,,,,,,,,,,
80212,,,,,,,,,,
80214,,,,,,,,,,
80215,,,,,,,,,,
80216,,,,,,,,,,
80217,,,,,,,,,,
80218,,,,,,,,,,
80219,,,,,,,,,,
80220,,,,,,,,,,
80221,,,,,,,,,,
80222,,,,,,,,,,
80223,,,,,,,,,,
80224,,,,,,,,,,
80226,,,,,,,,,,
80227,,,,,,,,,,
80228,,,,,,,,,,
80229,,,,,,,,,,
80231,,,,,,,,,,
80232,,,,,,,,,,
80233,,,,,,,,,,
80234,,,,,,,,,,
80235,,,,,,,,,,
80236,,,,,,,,,,
80237,,,,,,,,,,
80239,,,,,,,,,,
80241,,,,,,,,,,
80246,,,,,,,,,,
80249,,,,,,,,,,
80250,,,,,,,,,,
80260,,,,,,,,,,
80264,,,,,,,,,,
80265,,,,,,,,,,
80290,,,,,,,,,,
80293,,,,,,,,,,
80301,,,,,,,,,,
80302,,,,,,,,,,
80303,,,,,,,,,,
80304,,,,,,,,,,
80305,,,,,,,,,,
80306,,,,,,,,,,
80307,,,,,,,,,,
80308,,,,,,,,,,
80401,,,,,,,,,,
80402,,,,,,,,,,
80403,,,,,,,,,,
80421,,,,,,,,,,
80422,,,,,,,,,,
80424,,,,,,,,,,
80433,,,,,,,,,,
80439,,,,,,,,,,
80452,,,,,,,,,,
80465,,,,,,,,,,
80466,,,,,,,,,,
80477,,,,,,,,,,
80487,,,,,,,,,,
80501,,,,,,,,,,
80502,,,,,,,,,,
80503,,,,,,,,,,
80504,,,,,,,,,,
80516,,,,,,,,,,
80517,,,,,,,,,,
80524,,,,,,,,,,
80525,,,,,,,,,,
80530,,,,,,,,,,
80534,,,,,,,,,,
80537,,,,,,,,,,
80538,,,,,,,,,,
80544,,,,,,,,,,
80549,,,,,,,,,,
80550,,,,,,,,,,
80601,,,,,,,,,,
80620,,,,,,,,,,
80634,,,,,,,,,,
80640,,,,,,,,,,
80645,,,,,,,,,,
80651,,,,,,,,,,
80736,,,,,,,,,,
